0;0
100;7
200;11
300;17
400;30
500;69
600;111
700;161
800;232
900;426
1000;439
1100;492
1200;642
1300;846
1400;1000
1500;1225
1600;1485
1700;1586
1800;1963
1900;2232
2000;2567
2100;3131
2200;3444
2300;3832
2400;5080
2500;8485
2600;7277
2700;6790
2800;7465
2900;7628
3000;8421
3100;9373
3200;10245
3300;11114
3400;12102
3500;13218
3600;14426
3700;16653
3800;17015
3900;22243
4000;22900
4100;21489
4200;22699
4300;25030
4400;26160
4500;37935
4600;36226
4700;37294
4800;46041
4900;38935
5000;41736
